#frames
class,type,ok,motor,roll,pitch,yaw,throttle,order
4,21,1,1,3204448255,1056964608,1056964608,1065353216,2
4,21,1,2,3202770534,3202770533,3202770534,1063675494,3
4,21,1,3,3204448256,3204448256,3204448256,1065353216,4
4,21,1,4,1055286884,3202770533,1055286886,1063675494,5
4,21,1,5,1056964607,3204448256,1056964608,1065353216,6
4,21,1,6,1055286884,1055286885,3202770534,1063675494,7
4,21,1,7,1056964607,1056964608,3204448256,1065353216,8
4,22,0,-1,0,0,0,0,0
4,23,0,-1,0,0,0,0,0
4,24,0,-1,0,0,0,0,0
4,25,0,-1,0,0,0,0,0
5,0,1,0,3204448256,1048563415,1056964608,1065353216,2
5,0,1,1,1056964608,1048563415,3204448256,1065353216,5
5,0,1,2,1056964608,1048563415,1056964608,1065353216,6
5,0,1,3,0,3204448256,3204448256,1065353216,4
5,0,1,4,3204448256,1048563415,3204448256,1065353216,1
5,0,1,5,0,3204448256,1056964608,1065353216,3
5,1,1,0,3204448256,1048563415,1056964608,1065353216,2
5,1,1,1,1056964608,1048563415,3204448256,1065353216,5
5,1,1,2,1056964608,1048563415,1056964608,1065353216,6
5,1,1,3,0,3204448256,3204448256,1065353216,4
5,1,1,4,3204448256,1048563415,3204448256,1065353216,1
5,1,1,5,0,3204448256,1056964608,1065353216,3
5,2,1,0,3204448256,1048563415,1056964608,1065353216,2
5,2,1,1,1056964608,1048563415,3204448256,1065353216,5
5,2,1,2,1056964608,1048563415,1056964608,1065353216,6
5,2,1,3,0,3204448256,3204448256,1065353216,4
5,2,1,4,3204448256,1048563415,3204448256,1065353216,1
5,2,1,5,0,3204448256,1056964608,1065353216,3
5,3,1,0,3204448256,1048563415,1056964608,1065353216,2
5,3,1,1,1056964608,1048563415,3204448256,1065353216,5
5,3,1,2,1056964608,1048563415,1056964608,1065353216,6
5,3,1,3,0,3204448256,3204448256,1065353216,4
5,3,1,4,3204448256,1048563415,3204448256,1065353216,1
5,3,1,5,0,3204448256,1056964608,1065353216,3
5,4,1,0,3204448256,1048563415,1056964608,1065353216,2
5,4,1,1,1056964608,1048563415,3204448256,1065353216,5
5,4,1,2,1056964608,1048563415,1056964608,1065353216,6
5,4,1,3,0,3204448256,3204448256,1065353216,4
5,4,1,4,3204448256,1048563415,3204448256,1065353216,1
5,4,1,5,0,3204448256,1056964608,1065353216,3
5,5,1,0,3204448256,1048563415,1056964608,1065353216,2
5,5,1,1,1056964608,1048563415,3204448256,1065353216,5
5,5,1,2,1056964608,1048563415,1056964608,1065353216,6
