time_us,in_us,in_ms,in_la,in_ln,in_gx,in_gy,in_yw,in_ys,in_pt,in_e2,in_pa,in_po,in_na,in_no,in_dm,out_lad,out_nrc,out_nbr,out_ber,out_xte,out_tbc,out_l1d,out_xti,out_enu,out_exi
209904338,209904338,209904,-353637868,1491630142,-29.089485168457031,13.453278541564941,2.7405261993408203,15702,-0.10014458000659943,1.0316249132156372,-353631360,1491627500,-353654670,1491642150,0,-2.8917317390441895,-1650,2.5643119812011719,-0.1440977156162262,-11.699188232421875,14977,114.76985168457031,-0.001551607740111649,-0.14963528513908386,-0.001551607740111649
210005131,210005131,210005,-353638127,1491630290,-28.957366943359375,13.649897575378418,2.7312796115875244,15649,-0.098461166024208069,1.0316050052642822,-353631360,1491627500,-353654670,1491642150,0,-2.7660958766937256,-1582,2.5631482601165771,-0.13795451819896698,-11.818559646606445,14969,114.63905334472656,-0.001551607740111649,-0.1440977156162262,-0.001551607740111649
210105091,210105091,210105,-353638390,1491630444,-28.834163665771484,13.855679512023926,2.723435640335083,15604,-0.096165977418422699,1.0316121578216553,-353631360,1491627500,-353654670,1491642150,0,-2.6329386234283447,-1509,2.5622739791870117,-0.1313682496547699,-11.90977668762207,14961,114.557373046875,-0.001551607740111649,-0.13795451819896698,-0.001551607740111649
210205051,210205051,210205,-353638649,1491630598,-28.722869873046875,14.055371284484863,2.7174475193023682,15569,-0.094461411237716675,1.0315972566604614,-353631360,1491627500,-353654670,1491642150,0,-2.5029175281524658,-1437,2.5616087913513184,-0.12489721179008484,-11.980676651000977,14954,114.51078033447266,-0.001551607740111649,-0.1313682496547699,-0.001551607740111649
210305011,210305011,210305,-353638909,1491630756,-28.631057739257812,14.221902847290039,2.7122030258178711,15539,-0.096554078161716461,1.0316027402877808,-353631360,1491627500,-353654670,1491642150,0,-2.3920028209686279,-1376,2.5611965656280518,-0.11936806887388229,-12.024349212646484,14948,114.47960662841797,-0.001551607740111649,-0.12489721179008484,-0.001551607740111649
210404971,210404971,210404,-353639168,1491630914,-28.544811248779297,14.363467216491699,2.7080261707305908,15515,-0.098363935947418213,1.031585693359375,-353631360,1491627500,-353654670,1491642150,0,-2.2955808639526367,-1323,2.5608117580413818,-0.11458455771207809,-12.062934875488281,14941,114.4300537109375,-0.001551607740111649,-0.11936806887388229,-0.001551607740111649
210504931,210504931,210504,-353639426,1491631075,-28.464384078979492,14.506692886352539,2.7016019821166992,15479,-0.098062939941883087,1.0315805673599243,-353631360,1491627500,-353654670,1491642150,0,-2.1947116851806641,-1267,2.5607068538665771,-0.10955319553613663,-12.072214126586914,14935,114.40483093261719,-0.001551607740111649,-0.11458455771207809,-0.001551607740111649
210604891,210604891,210604,-353639684,1491631237,-28.376762390136719,14.666013717651367,2.6948893070220947,15440,-0.096134424209594727,1.031575083732605,-353631360,1491627500,-353654670,1491642150,0,-2.081371545791626,-1203,2.5606789588928223,-0.10389158874750137,-12.07341194152832,14930,114.38618469238281,-0.001551607740111649,-0.10955319553613663,-0.001551607740111649
210704851,210704851,210704,-353639941,1491631401,-28.298072814941406,14.809081077575684,2.6898956298828125,15411,-0.094189636409282684,1.0315793752670288,-353631360,1491627500,-353654670,1491642150,0,-1.9758248329162598,-1144,2.5608425140380859,-0.098617404699325562,-12.053371429443359,14924,114.37257385253906,-0.001551607740111649,-0.10389158874750137,-0.001551607740111649
210804811,210804811,210804,-353640197,1491631566,-28.214422225952148,14.945258140563965,2.6837270259857178,15376,-0.092402473092079163,1.0315670967102051,-353631360,1491627500,-353654670,1491642150,0,-1.8703250885009766,-1084,2.5610992908477783,-0.093366928398609161,-12.020187377929688,14919,114.33470153808594,-0.001551607740111649,-0.098617404699325562,-0.001551607740111649
210904771,210904771,210904,-353640450,1491631731,-28.122081756591797,15.08104419708252,2.6774880886077881,15340,-0.090331509709358215,1.0315710306167603,-353631360,1491627500,-353654670,1491642150,0,-1.7598192691802979,-1021,2.5614669322967529,-0.087884396314620972,-11.971763610839844,14914,114.27159881591797,-0.001551607740111649,-0.093366928398609161,-0.001551607740111649
211004731,211004731,211004,-353640702,1491631898,-28.032194137573242,15.197772026062012,2.6721525192260742,15310,-0.091102451086044312,1.0315647125244141,-353631360,1491627500,-353654670,1491642150,0,-1.6568360328674316,-962,2.5620021820068359,-0.082791022956371307,-11.902103424072266,14910,114.18666076660156,-0.001551607740111649,-0.087884396314620972,-0.001551607740111649
211104691,211104691,211104,-353640952,1491632065,-27.949699401855469,15.304703712463379,2.6668014526367188,15279,-0.09078766405582428,1.0315595865249634,-353631360,1491627500,-353654670,1491642150,0,-1.5595933198928833,-907,2.5626354217529297,-0.077973835170269012,-11.822292327880859,14906,114.11046600341797,-0.001551607740111649,-0.082791022956371307,-0.001551607740111649
211204651,211204651,211204,-353641201,1491632233,-27.864259719848633,15.397128105163574,2.6625697612762451,15255,-0.091032028198242188,1.0315617322921753,-353631360,1491627500,-353654670,1491642150,0,-1.4672359228134155,-854,2.5633559226989746,-0.073417730629444122,-11.729324340820312,14902,114.00190734863281,-0.001551607740111649,-0.077973835170269012,-0.001551607740111649
211304611,211304611,211304,-353641450,1491632402,-27.793125152587891,15.47568416595459,2.6577427387237549,15227,-0.092132262885570526,1.0315499305725098,-353631360,1491627500,-353654670,1491642150,0,-1.3852570056915283,-807,2.5641694068908691,-0.069361478090286255,-11.628280639648438,14898,113.91559600830078,-0.001551607740111649,-0.073417730629444122,-0.001551607740111649
