#notch
scenario,step,in,out_f,out_x,out_y,out_z
reset_midway,8,3197630500,1024336996,1024336996,1032725604,3171820644
reset_midway,9,3176632112,1042117712,1042117712,1050506320,3189601360
reset_midway,10,1051045839,1050062434,1050062434,1058451042,3197546082
reset_midway,11,1060269182,1054015938,1054015938,1062404546,3201499586
reset_midway,12,1064221842,1056263024,1056263024,1064651632,3203746672
reset_midway,13,1064463791,1056594737,1056594737,1064983345,3204078385
reset_midway,14,1060992886,1055451237,1055451237,1063839845,3202934885
reset_midway,15,1053443921,1053640891,1053640891,1062029499,3201124539
reset_midway,16,1027514392,1051997112,1051997112,1060385720,3199480760
reset_midway,17,3190746732,1051097084,1051097084,1059485692,3198580732
reset_midway,18,3190945150,1051120057,1051120057,1059508665,3198603705
reset_midway,19,1025140408,1051863118,1051863118,1060251726,3199346766
reset_midway,20,1068544434,1067577176,1067577176,1075965784,3215060824
reset_midway,21,1071391108,1066418135,1066418135,1074806743,3213901783
reset_midway,22,1073080438,1066202086,1066202086,1074590694,3213685734
reset_midway,23,1072915262,1066724664,1066724664,1075113272,3214208312
reset_midway,24,1070897048,1067568906,1067568906,1075957514,3215052554
reset_midway,25,1067725869,1068301218,1068301218,1076689826,3215784866
reset_midway,26,1063714048,1068626258,1068626258,1077014866,3216109906
reset_midway,27,1059551640,1068456496,1068456496,1076845104,3215940144
reset_midway,28,1059012566,1067892288,1067892288,1076280896,3215375936
reset_midway,29,1062101589,1067140684,1067140684,1075529292,3214624332
reset_midway,30,1066390105,1066416309,1066416309,1074804917,3213899957
reset_midway,31,1069043604,1065863822,1065863822,1074252430,3213347470
reset_midway,32,1070560590,1065524743,1065524743,1073913351,3213008391
reset_midway,33,1070245436,1065346831,1065346831,1073735439,3212830479
reset_midway,34,1068100942,1065132467,1065132467,1073521075,3212616115
reset_midway,35,1064303389,1064863778,1064863778,1073252386,3212347426
reset_midway,36,1057767448,1064428741,1064428741,1072817349,3211912389
reset_midway,37,1050048064,1063817378,1063817378,1072205986,3211301026
reset_midway,38,1048879818,1063099999,1063099999,1071488607,3210583647
reset_midway,39,1055075912,1062378082,1062378082,1070766690,3209861730
reset_midway,40,1061408664,1061734176,1061734176,1070122784,3209217824
reset_midway,41,1066092645,1061201733,1061201733,1069590341,3208685381
reset_midway,42,1067694027,1060763669,1060763669,1069152277,3208247317
reset_midway,43,1067488717,1060374563,1060374563,1068763171,3207858211
reset_midway,44,1065478543,1059992272,1059992272,1068380880,3207475920
reset_midway,45,1059373752,1059602843,1059602843,1067991451,3207086491
reset_midway,46,1049428890,1059228188,1059228188,1067616796,3206711836
reset_midway,47,1027167968,1058914219,1058914219,1067302827,3206397867
reset_midway,48,1024806400,1058707472,1058707472,1067096080,3206191120
reset_midway,49,1048515848,1058631451,1058631451,1067020059,3206115099
reset_midway,50,1058642343,1058642343,1058642343,1067030951,3206125991
reset_midway,51,1064588966,1063916342,1063916342,1072304950,3211399990
reset_midway,52,1066844034,1065815267,1065815267,1074203875,3213298915
reset_midway,53,1066917826,1065485226,1065485226,1073873834,3212968874
reset_midway,54,1065030413,1062886569,1062886569,1071275177,3210370217
reset_midway,55,1059373785,1059536292,1059536292,1067924900,3207019940
reset_midway,56,1050575720,1056873534,1056873534,1065262142,3204357182
reset_midway,57,1038617600,1054752648,1054752648,1063141256,3202236296
reset_midway,58,1041044944,1056017327,1056017327,1064405935,3203500975
reset_midway,59,1053032162,1058369998,1058369998,1066758606,3205853646
reset_midway,60,1061408656,1060742360,1060742360,1069130968,3208226008
reset_midway,61,1066603578,1062863702,1062863702,1071252310,3210347350
reset_midway,62,1068711363,1064243047,1064243047,1072631655,3211726695
reset_midway,63,1069003423,1064750876,1064750876,1073139484,3212234524
reset_midway,64,1067477167,1064585095,1064585095,1072973703,3212068743
reset_midway,65,1064303424,1064136421,1064136421,1072525029,3211620069
reset_midway,66,1059014984,1063817971,1063817971,1072206579,3211301619
reset_midway,67,1055016106,1063922307,1063922307,1072310915,3211405955
reset_midway,68,1056276738,1064545606,1064545606,1072934214,3212029254
reset_midway,69,1060900298,1065472111,1065472111,1073860719,3212955759
reset_midway,70,1086583962,1085323824,1085323824,1093712432,3232807472
reset_midway,71,1069644256,1051954754,1051954754,1060343362,3199438402
reset_midway,72,1071756536,1065841048,1065841048,1074229656,3213324696
reset_midway,73,1072026080,1070766172,1070766172,1079154780,3218249820
reset_midway,74,1070450477,1073331326,1073331326,1081719934,3220814974
reset_midway,75,1067725854,1073294688,1073294688,1081683296,3220778336
reset_midway,76,1064607198,1071349183,1071349183,1079737791,3218832831
reset_midway,77,1061330009,1068671134,1068671134,1077059742,3216154782
reset_midway,78,1061660366,1066408425,1066408425,1074797033,3213892073
reset_midway,79,1065474290,1065237016,1065237016,1073625624,3212720664
reset_midway,80,1068544439,1065494793,1065494793,1073883401,3212978441
reset_midway,81,1071586276,1066674195,1066674195,1075062803,3214157843
reset_midway,82,1073469028,1068229665,1068229665,1076618273,3215713313
reset_midway,83,1073493830,1069555379,1069555379,1077943987,3217039027
reset_midway,84,1071660464,1070252228,1070252228,1078640836,3217735876
reset_midway,85,1068667334,1070219230,1070219230,1078607838,3217702878
reset_midway,86,1065644810,1069622226,1069622226,1078010834,3217105874
reset_midway,87,1062093714,1068777198,1068777198,1077165806,3216260846
reset_midway,88,1061851759,1068007227,1068007227,1076395835,3215490875
reset_midway,89,1065212746,1067527997,1067527997,1075916605,3215011645
reset_midway,90,1068067846,1067395231,1067395231,1075783839,3214878879
reset_midway,91,1070828594,1067519570,1067519570,1075908178,3215003218
reset_midway,92,1072437001,1067729557,1067729557,1076118165,3215213205
reset_midway,93,1072196614,1067850757,1067850757,1076239365,3215334405
reset_midway,94,1070109584,1067770176,1067770176,1076158784,3215253824
reset_midway,95,1066876549,1067465824,1067465824,1075854432,3214949472
reset_midway,96,1061906805,1066997918,1066997918,1075386526,3214481566
reset_midway,97,1057651839,1066471648,1066471648,1074860256,3213955296
reset_midway,98,1057037057,1065990486,1065990486,1074379094,3213474134
reset_midway,99,1060067946,1065618396,1065618396,1074007004,3213102044
reset_midway,100,1065353230,1065363176,1065363176,1073751784,3212846824
reset_midway,101,1067995873,1065014262,1065014262,1073402870,3212497910
reset_midway,102,1069511298,1064676182,1064676182,1073064790,3212159830
reset_midway,103,1069203896,1064240039,1064240039,1072628647,3211723687
reset_midway,104,1067076399,1063646382,1063646382,1072034990,3211130030
reset_midway,105,1062306578,1062913543,1062913543,1071302151,3210397191
reset_midway,106,1054716326,1062123026,1062123026,1070511634,3209606674
reset_midway,107,1044160392,1061382778,1061382778,1069771386,3208866426
reset_midway,108,1042237432,1060782368,1060782368,1069170976,3208266016
reset_midway,109,1051840284,1060360508,1060360508,1068749116,3207844156
reset_midway,110,1059923969,1060095053,1060095053,1068483661,3207578701
reset_midway,111,1065423487,1059917491,1059917491,1068306099,3207401139
reset_midway,112,1067103953,1059744701,1059744701,1068133309,3207228349
reset_midway,113,1066982972,1059514997,1059514997,1067903605,3206998645
reset_midway,114,1064770016,1059212824,1059212824,1067601432,3206696472
reset_midway,115,1058724962,1058874344,1058874344,1067262952,3206357992
reset_midway,116,1048449736,1058572060,1058572060,1066960668,3206055708
reset_midway,117,1022504768,1058385416,1058385416,1066774024,3205869064
reset_midway,118,1023751104,1058369384,1058369384,1066757992,3205853032
reset_midway,119,1048809612,1058533317,1058533317,1066921925,3206016965
disabled,0,0,0,0,0,0
disabled,1,1053284172,1051802789,1051802789,1060191397,3199286437
disabled,2,1059407144,1057123550,1057123550,1065512158,3204607198
disabled,3,1060021926,1056579940,1056579940,1064968548,3204063588
disabled,4,1056961955,1051727293,1051727293,1060115901,3199210941
disabled,5,1043985495,1042786598,1042786598,1051175206,3190270246
disabled,6,3188566307,1021603504,1021603504,1029992112,3169087152
disabled,7,3198592040,3163180152,3163180152,3171568760,1015696504
disabled,8,3197630500,1024336996,1024336996,1032725604,3171820644
disabled,9,3176632112,1042117712,1042117712,1050506320,3189601360
disabled,10,1051045839,1050062434,1050062434,1058451042,3197546082
disabled,11,1060269182,1054015938,1054015938,1062404546,3201499586
disabled,12,1064221842,1056263024,1056263024,1064651632,3203746672
disabled,13,1064463791,1056594737,1056594737,1064983345,3204078385
disabled,14,1060992886,1055451237,1055451237,1063839845,3202934885
disabled,15,1053443921,1053640891,1053640891,1062029499,3201124539
disabled,16,1027514392,1051997112,1051997112,1060385720,3199480760
disabled,17,3190746732,1051097084,1051097084,1059485692,3198580732
disabled,18,3190945150,1051120057,1051120057,1059508665,3198603705
disabled,19,1025140408,1051863118,1051863118,1060251726,3199346766
disabled,20,1068544434,1067577176,1067577176,1075965784,3215060824
disabled,21,1071391108,1066418135,1066418135,1074806743,3213901783
disabled,22,1073080438,1066202086,1066202086,1074590694,3213685734
disabled,23,1072915262,1066724664,1066724664,1075113272,3214208312
disabled,24,1070897048,1067568906,1067568906,1075957514,3215052554
disabled,25,1067725869,1068301218,1068301218,1076689826,3215784866
disabled,26,1063714048,1068626258,1068626258,1077014866,3216109906
disabled,27,1059551640,1068456496,1068456496,1076845104,3215940144
disabled,28,1059012566,1067892288,1067892288,1076280896,3215375936
disabled,29,1062101589,1067140684,1067140684,1075529292,3214624332
disabled,30,1066390105,1066416309,1066416309,1074804917,3213899957
disabled,31,1069043604,1065863822,1065863822,1074252430,3213347470
disabled,32,1070560590,1065524743,1065524743,1073913351,3213008391
disabled,33,1070245436,1065346831,1065346831,1073735439,3212830479
disabled,34,1068100942,1065132467,1065132467,1073521075,3212616115
disabled,35,1064303389,1064863778,1064863778,1073252386,3212347426
disabled,36,1057767448,1064428741,1064428741,1072817349,3211912389
disabled,37,1050048064,1063817378,1063817378,1072205986,3211301026
disabled,38,1048879818,1063099999,1063099999,1071488607,3210583647
disabled,39,1055075912,1062378082,1062378082,1070766690,3209861730
disabled,40,1061408664,1061734176,1061734176,1070122784,3209217824
disabled,41,1066092645,1061201733,1061201733,1069590341,3208685381
disabled,42,1067694027,1060763669,1060763669,1069152277,3208247317
disabled,43,1067488717,1060374563,1060374563,1068763171,3207858211
disabled,44,1065478543,1059992272,1059992272,1068380880,3207475920
disabled,45,1059373752,1059602843,1059602843,1067991451,3207086491
disabled,46,1049428890,1059228188,1059228188,1067616796,3206711836
disabled,47,1027167968,1058914219,1058914219,1067302827,3206397867
disabled,48,1024806400,1058707472,1058707472,1067096080,3206191120
disabled,49,1048515848,1058631451,1058631451,1067020059,3206115099
disabled,50,1058642343,1058642343,1058642343,1067030951,3206125991
disabled,51,1064588966,1064588966,1064588966,1072977574,3212072614
disabled,52,1066844034,1066844034,1066844034,1075232642,3214327682
disabled,53,1066917826,1066917826,1066917826,1075306434,3214401474
disabled,54,1065030413,1065030413,1065030413,1073419021,3212514061
disabled,55,1059373785,1059373785,1059373785,1067762393,3206857433
disabled,56,1050575720,1050575720,1050575720,1058964328,3198059368
disabled,57,1038617600,1038617600,1038617600,1047006208,3186101248
disabled,58,1041044944,1041044944,1041044944,1049433552,3188528592
disabled,59,1053032162,1053032162,1053032162,1061420770,3200515810
disabled,60,1061408656,1061408656,1061408656,1069797264,3208892304
disabled,61,1066603578,1066603578,1066603578,1074992186,3214087226
disabled,62,1068711363,1068711363,1068711363,1077099971,3216195011
disabled,63,1069003423,1069003423,1069003423,1077392031,3216487071
disabled,64,1067477167,1067477167,1067477167,1075865775,3214960815
disabled,65,1064303424,1064303424,1064303424,1072692032,3211787072
disabled,66,1059014984,1059014984,1059014984,1067403592,3206498632
disabled,67,1055016106,1055016106,1055016106,1063404714,3202499754
disabled,68,1056276738,1056276738,1056276738,1064665346,3203760386
disabled,69,1060900298,1060900298,1060900298,1069288906,3208383946
disabled,70,1086583962,1086583962,1086583962,1094972570,3234067610
disabled,71,1069644256,1069644256,1069644256,1078032864,3217127904
disabled,72,1071756536,1071756536,1071756536,1080145144,3219240184
disabled,73,1072026080,1072026080,1072026080,1080414688,3219509728
disabled,74,1070450477,1070450477,1070450477,1078839085,3217934125
disabled,75,1067725854,1067725854,1067725854,1076114462,3215209502
disabled,76,1064607198,1064607198,1064607198,1072995806,3212090846
disabled,77,1061330009,1061330009,1061330009,1069718617,3208813657
disabled,78,1061660366,1061660366,1061660366,1070048974,3209144014
disabled,79,1065474290,1065474290,1065474290,1073862898,3212957938
disabled,80,1068544439,1068544439,1068544439,1076933047,3216028087
disabled,81,1071586276,1071586276,1071586276,1079974884,3219069924
disabled,82,1073469028,1073469028,1073469028,1081857636,3220952676
disabled,83,1073493830,1073493830,1073493830,1081882438,3220977478
disabled,84,1071660464,1071660464,1071660464,1080049072,3219144112
disabled,85,1068667334,1068667334,1068667334,1077055942,3216150982
disabled,86,1065644810,1065644810,1065644810,1074033418,3213128458
disabled,87,1062093714,1062093714,1062093714,1070482322,3209577362
disabled,88,1061851759,1061851759,1061851759,1070240367,3209335407
disabled,89,1065212746,1065212746,1065212746,1073601354,3212696394
disabled,90,1068067846,1068067846,1068067846,1076456454,3215551494
disabled,91,1070828594,1070828594,1070828594,1079217202,3218312242
disabled,92,1072437001,1072437001,1072437001,1080825609,3219920649
disabled,93,1072196614,1072196614,1072196614,1080585222,3219680262
disabled,94,1070109584,1070109584,1070109584,1078498192,3217593232
disabled,95,1066876549,1066876549,1066876549,1075265157,3214360197
disabled,96,1061906805,1061906805,1061906805,1070295413,3209390453
disabled,97,1057651839,1057651839,1057651839,1066040447,3205135487
disabled,98,1057037057,1057037057,1057037057,1065425665,3204520705
disabled,99,1060067946,1060067946,1060067946,1068456554,3207551594
disabled,100,1065353230,1065353230,1065353230,1073741838,3212836878
disabled,101,1067995873,1067995873,1067995873,1076384481,3215479521
disabled,102,1069511298,1069511298,1069511298,1077899906,3216994946
disabled,103,1069203896,1069203896,1069203896,1077592504,3216687544
disabled,104,1067076399,1067076399,1067076399,1075465007,3214560047
disabled,105,1062306578,1062306578,1062306578,1070695186,3209790226
disabled,106,1054716326,1054716326,1054716326,1063104934,3202199974
disabled,107,1044160392,1044160392,1044160392,1052549000,3191644040
disabled,108,1042237432,1042237432,1042237432,1050626040,3189721080
disabled,109,1051840284,1051840284,1051840284,1060228892,3199323932
disabled,110,1059923969,1059923969,1059923969,1068312577,3207407617
disabled,111,1065423487,1065423487,1065423487,1073812095,3212907135
disabled,112,1067103953,1067103953,1067103953,1075492561,3214587601
disabled,113,1066982972,1066982972,1066982972,1075371580,3214466620
disabled,114,1064770016,1064770016,1064770016,1073158624,3212253664
disabled,115,1058724962,1058724962,1058724962,1067113570,3206208610
disabled,116,1048449736,1048449736,1048449736,1056838344,3195933384
disabled,117,1022504768,1022504768,1022504768,1030893376,3169988416
disabled,118,1023751104,1023751104,1023751104,1032139712,3171234752
disabled,119,1048809612,1048809612,1048809612,1057198220,3196293260
