time_us,out_nrc,out_rlc,out_nav,out_rs,out_ae,out_pt
25404834,0,2500,0,1,-1,0.0001214371804962866
25424826,0,2500,0,1,-1,0.00012255179171916097
25444818,0,2500,0,1,-1,0.00012323498958721757
25464810,0,2500,0,1,-1,0.00012519655865617096
25484802,0,2500,0,1,-1,0.00012497328862082213
25504794,0,2500,0,1,-1,0.00012473850802052766
25524786,0,2500,0,1,-1,0.00012426222383510321
25544778,0,2500,0,1,-1,0.00012566809891723096
25564770,0,2500,0,1,-1,0.00012750527821481228
25584762,0,2500,0,1,-1,0.00012858083937317133
25604754,0,2500,0,1,-1,0.00013017628225497901
25624746,0,2500,0,1,-1,0.00013339330325834453
25644738,0,2500,0,1,-1,0.00013495328312274069
25664730,0,2500,0,1,-1,0.00013609747111331671
25684722,0,2500,0,1,-1,0.00013668691099155694
25704714,0,2500,0,1,-1,0.00013664567086379975
25724706,0,2500,0,1,-1,0.00013689558545593172
25744698,0,2500,0,1,-1,0.00013735302491113544
25764690,0,2500,0,1,-1,0.00013839687744621187
25784682,0,2500,0,2,-2,0.00013814058911520988
25804674,0,2500,0,2,-2,0.0001409040269209072
25824666,0,2500,0,2,-2,0.00014064506103750318
25844658,0,2500,0,2,-2,0.00014181513688527048
25864650,0,2500,0,2,-2,0.00014152491348795593
25884642,0,2500,0,2,-2,0.00014341469795908779
25904634,0,2500,0,2,-2,0.00014467356959357858
25924626,0,2500,0,2,-2,0.00014351597928907722
25944618,0,2500,0,2,-2,0.00014303221541922539
25964610,0,2500,0,2,-2,0.00014446447312366217
25984602,0,2500,0,2,-2,0.00014500776887871325
26004594,0,2500,0,2,-2,0.00014641501184087247
26024586,0,2500,0,2,-2,0.00014678041043225676
26044578,0,2500,0,2,-2,0.00014855102926958352
26064570,0,2500,0,2,-2,0.00014902239490766078
26084562,0,2500,0,2,-2,0.00014902239490766078
26104554,0,2500,0,2,-2,0.00014976602687966079
26124546,0,2500,0,2,-2,0.00015093988622538745
26144538,0,2500,0,2,-2,0.00015074339171405882
26164530,0,2500,0,2,-2,0.00015058596909511834
26184522,0,2500,0,2,-2,0.00015050562797114253
26204514,0,2500,0,2,-2,0.00014942184498067945
26224506,0,2500,0,2,-2,0.00015059285215102136
26244498,0,2500,0,2,-2,0.00015009538037702441
26264490,0,2500,0,2,-2,0.00014983344590291381
26284482,0,2500,0,2,-2,0.00014942773850634694
26304474,0,2500,0,2,-2,0.00015028534107841551
26324466,0,2500,0,2,-2,0.00015052170783746988
26344458,0,2500,0,2,-2,0.00015013277879916131
26364450,0,2500,0,2,-2,0.00015146740770433098
26384442,0,2500,0,2,-2,0.00015278825594577938
26404434,0,2500,0,2,-2,0.00015322893159464002
26424426,0,2500,0,2,-2,0.00015348887245636433
26444418,0,2500,0,2,-2,0.00015488473582081497
26464410,0,2500,0,2,-2,0.00015624864317942411
26484402,0,2500,0,2,-2,0.00015488035569433123
26504394,0,2500,0,2,-2,0.00015457520203199238
26524386,0,2500,0,2,-2,0.00015496085688937455
26544378,0,2500,0,2,-2,0.0001550711749587208
26564370,0,2500,0,2,-2,0.00015600514598190784
26584362,0,2500,0,2,-2,0.00015671193250454962
26604354,0,2500,0,2,-2,0.00015772620099596679
26624346,0,2500,0,2,-2,0.00015991795226000249
26644338,0,2500,0,2,-2,0.00016033570864237845
26664330,0,2500,0,2,-2,0.00016120240616146475
26684322,0,2500,0,2,-2,0.00016000073810573667
26704314,0,2500,0,2,-2,0.00016201325342990458
26725139,0,2500,0,2,-2,0.00016288163897115737
26745131,0,2500,0,2,-2,0.0001642900169827044
26765123,0,2500,0,2,-2,0.0001647250319365412
26785115,0,2500,0,2,-2,0.00016558960487600416
26805107,0,2500,0,2,-2,0.00016638223314657807
26825099,0,2500,0,2,-2,0.00016656231309752911
26845091,0,2500,0,2,-2,0.00016840807802509516
26865083,0,2500,0,2,-2,0.00016835647693369538
26885075,0,2500,0,2,-2,0.00016951242287177593
26905067,0,2500,0,2,-2,0.00017018936341628432
26925059,0,2500,0,2,-2,0.00017078666132874787
26945051,0,2500,0,2,-2,0.00017085524450521916
26965043,0,2500,0,2,-2,0.00017170544015243649
26985035,0,2500,0,2,-2,0.00017217938147950917
27005027,0,2500,0,2,-2,0.00017175835091620684
27025019,0,2500,0,2,-2,0.00017296106670983136
27045011,0,2500,0,2,-2,0.00017503040726296604
27065003,0,2500,0,2,-2,0.00017576159734744579
27084995,0,2500,0,2,-2,0.00017445224511902779
27104987,0,2500,0,2,-2,0.0001753284886945039
27124979,0,2500,0,2,-2,0.00017583841690793633
27144971,0,2500,0,2,-2,0.00017666112398728728
27164963,0,2500,0,2,-2,0.00017829847638495266
27184955,0,2500,0,2,-2,0.00017920802929438651
27204947,0,2500,0,2,-2,0.00017904727428685874
27224939,0,2500,0,2,-2,0.00018069396901410073
27244931,0,2500,0,2,-2,0.00018238088523503393
27264923,0,2500,0,2,-2,0.00018281390657648444
27284915,0,2500,0,2,-2,0.00018457973783370107
27304907,0,2500,0,2,-2,0.00018478123820386827
27324899,0,2500,0,2,-2,0.00018674493185244501
27344891,0,2500,0,2,-2,0.00018944359908346087
27364883,0,2500,0,2,-2,0.00019065410015173256
27384875,0,2500,0,2,-2,0.00019258802058175206
27404867,0,2500,0,2,-2,0.00019351598166394979
27424859,0,2500,0,2,-2,0.00019463682838249952
27444851,0,2500,0,2,-2,0.00019677863747347146
27464843,0,2500,0,2,-2,0.00019605863781180233
27484835,0,2500,0,2,-2,0.00019861270266119391
27504827,0,2500,0,2,-2,0.00019931768474634737
27524819,0,2500,0,2,-2,0.00019992415036540478
27544811,0,2500,0,2,-2,0.00020173356460873038
27564803,0,2500,0,2,-2,0.00020336537272669375
27584795,0,2500,0,2,-2,0.00020525121362879872
27604787,0,2500,0,2,-2,0.00020674198458436877
27624779,0,2500,0,2,-2,0.00020951575424987823
27644771,0,2500,0,2,-2,0.00021038485283497721
27664763,0,2500,0,2,-2,0.00021293811732903123
27684755,0,2500,0,2,-2,0.0002043481363216415
27704747,0,2500,0,2,-2,0.00019560629152692854
27724739,0,2500,0,2,-2,0.00018611829727888107
27744731,0,2500,0,2,-2,0.00017734245921019465
27764723,0,2500,0,2,-2,0.00016948139818850905
27784715,0,2500,0,2,-2,0.00016236779629252851
27804707,0,2500,0,2,-2,0.00015485430776607245
27824699,0,2500,0,2,-2,0.00014662819739896804
27844691,0,2500,0,2,-2,0.00013756050611846149
27864683,0,2500,0,2,-2,0.00012952151882927865
27884675,0,2500,0,2,-2,0.00011686540528899059
27904667,0,2500,0,2,-2,0.0001042926887748763
27924659,0,2500,0,2,-2,9.3428127001971006e-05
27944651,0,2500,0,2,-2,8.3134065789636225e-05
27964643,0,2500,0,2,-2,7.3215531301684678e-05
27984635,0,2500,0,2,-2,6.5093940065708011e-05
28004627,0,2500,0,2,-2,5.6653410865692422e-05
28024619,0,2500,0,2,-2,4.9243124522035941e-05
28044611,0,2500,0,2,-2,4.1623035940574482e-05
28064603,0,2500,0,2,-2,3.580377233447507e-05
28084595,0,2500,0,2,-2,2.8664928322541527e-05
28104587,0,2500,0,2,-2,2.0953853891114704e-05
28124579,0,2500,0,2,-2,1.4693426237499807e-05
28144571,0,2500,0,2,-2,7.0412038439826574e-06
28164563,0,2500,0,2,-2,1.8850483911592164e-06
28184555,0,2500,0,2,-2,-3.1301231047109468e-06
28204547,0,2500,0,2,-2,-7.3956334745162167e-06
28224539,0,2500,0,2,-2,-1.1410406841605436e-05
28244531,0,2500,0,2,-2,-1.4409883988264482e-05
28264523,0,2500,0,2,-2,-1.7930105968844146e-05
28284515,0,2500,0,2,-2,-2.1835658117197454e-05
28304507,0,2500,0,2,-2,-2.4972921892185695e-05
28324499,0,2500,0,2,-2,-2.7046464310842566e-05
28344491,0,2500,0,2,-2,-2.8850785383838229e-05
28364483,0,2500,0,2,-2,-3.0362367397174239e-05
28384475,0,2500,0,2,-2,-3.1730334740132093e-05
28404467,0,2500,0,2,-2,-3.2835294405231252e-05
28424459,0,2500,0,2,-2,-3.3612766856094822e-05
28444451,0,2500,0,2,-2,-3.3422660635551438e-05
28464443,0,2500,0,2,-2,-3.3818054362200201e-05
28484435,0,2500,0,2,-2,-3.3147498470498249e-05
28504427,0,2500,0,2,-2,-3.2264277251670137e-05
28524419,0,2500,0,2,-2,-3.2387026294600219e-05
28544411,0,2500,0,3,-3,-3.1037787266541272e-05
28564403,0,2500,0,3,-3,-2.9892667953390628e-05
28584395,0,2500,0,3,-3,-2.8026701329508796e-05
28604387,0,2500,0,3,-3,-2.6308211090508848e-05
28624379,0,2500,0,3,-3,-2.4274049792438745e-05
28644371,0,2500,0,3,-3,-2.2647858713753521e-05
28664363,0,2500,0,3,-3,-2.1268238924676552e-05
28684355,0,2500,0,3,-3,-1.8650836864253506e-05
28704347,0,2500,0,3,-3,-1.7077303709811531e-05
28724339,0,2500,0,3,-3,-1.4671893040940631e-05
28744331,0,2500,0,3,-3,-1.391583737131441e-05
28764323,0,2500,0,3,-3,-1.0666811249393504e-05
28784315,0,2500,0,3,-3,-8.3116092355339788e-06
28805140,0,2500,0,3,-3,-5.5901973610161804e-06
28825132,0,2500,0,3,-3,-3.4748027246678248e-06
28845124,0,2500,0,3,-3,-1.8741241092357086e-06
28865116,0,2500,0,3,-3,-4.6666636990266852e-06
28885108,0,2500,0,3,-3,-6.6122374846599996e-06
28905100,0,2500,0,3,-3,-7.7789109127479605e-06
28925092,0,2500,0,3,-3,-1.0525139259698335e-05
28945084,0,2500,0,3,-3,-1.229374174727127e-05
28965076,0,2500,0,3,-3,-1.3750831385550555e-05
28985068,0,2500,0,3,-3,-1.5664289094274864e-05
29005060,0,2500,0,3,-3,-1.632555722608231e-05
29025052,0,2500,0,3,-3,-1.7869528164737858e-05
29045044,0,2500,0,3,-3,-1.8865950551116839e-05
29065036,0,2500,0,3,-3,-2.2824438929092139e-05
29085028,0,2500,0,3,-3,-2.6830042770598084e-05
29105020,0,2500,0,3,-3,-3.1205978302750736e-05
29125012,0,2500,0,3,-3,-3.4374759707134217e-05
29145004,0,2500,0,3,-3,-3.6671899579232559e-05
29164996,0,2500,0,3,-3,-3.8658017729176208e-05
29184988,0,2500,0,3,-3,-3.8563641282962635e-05
29204980,0,2500,0,3,-3,-3.6169887607684359e-05
29224972,0,2500,0,3,-3,-3.1872925319476053e-05
29244964,0,2500,0,3,-3,-2.4245831809821539e-05
29264956,0,2500,0,3,-3,-1.842853453126736e-05
29284948,0,2500,0,3,-3,-1.0745705367298797e-05
29304940,0,2500,0,3,-3,-2.8523227229015902e-06
29324932,0,2500,0,3,-3,5.8174327932647429e-06
29344924,0,2500,0,3,-3,1.6212523405556567e-05
29364916,0,2500,0,3,-3,2.6310901375836693e-05
29384908,0,2500,0,3,-3,3.7013549444964156e-05
29404900,0,2500,0,3,-3,4.9717611545929685e-05
29424892,0,2500,0,3,-3,6.3430561567656696e-05
29444884,0,2500,0,3,-3,7.7993048762436956e-05
29464876,0,2500,0,3,-3,9.132997365668416e-05
29484868,0,2500,0,3,-3,0.0001059074784279801
29504860,0,2500,0,3,-3,0.00012040184810757637
29524852,0,2500,0,3,-3,0.00013544839748647064
29544844,0,2500,0,3,-3,0.00015184050425887108
29564836,0,2500,0,3,-3,0.00016832260007504374
29584828,0,2500,0,3,-3,0.00018549629021435976
29604820,0,2500,0,3,-3,0.00020247105567250401
29624812,0,2500,0,3,-3,0.00022074863954912871
29644804,0,2500,0,3,-3,0.00023953373602125794
29664796,0,2500,0,3,-3,0.00025790167273953557
29684788,0,2500,0,3,-3,0.00027828372549265623
29704780,0,2500,0,3,-3,0.00030030694324523211
29724772,0,2500,0,3,-3,0.00032232634839601815
29744764,0,2500,0,3,-3,0.00034443900221958756
29764756,0,2500,0,3,-3,0.00036714810994453728
29784748,0,2500,0,3,-3,0.00039007401210255921
29804740,0,2500,0,4,-4,0.00041547967703081667
29824732,0,2500,0,4,-4,0.00043953830027021468
29844724,0,2500,0,4,-4,0.00046410714276134968
29864716,0,2500,0,4,-4,0.00048755851457826793
29884708,0,2500,0,4,-4,0.00051493063801899552
29904700,0,2500,0,4,-4,0.0005429970333352685
29924692,0,2500,0,4,-4,0.00057239359011873603
29944684,0,2500,0,4,-4,0.0006019792053848505
29964676,0,2500,0,4,-4,0.00063314050203189254
29984668,0,2500,0,4,-4,0.00066329049877822399
30004660,0,2500,0,4,-4,0.00069355522282421589
30024652,0,2500,0,4,-4,0.00072612054646015167
30044644,0,2500,0,4,-4,0.00075517094228416681
30064636,0,2500,0,4,-4,0.00078614364610984921
30084628,0,2500,0,4,-4,0.00081858976045623422
30104620,0,2500,0,4,-4,0.00085316802142187953
30124612,0,2500,0,4,-4,0.00088557746494188905
30144604,0,2500,0,4,-4,0.00092028395738452673
30164596,0,2500,0,4,-4,0.00095654424512758851
30184588,0,2500,0,4,-4,0.00099277880508452654
30204580,0,2500,0,4,-4,0.0010306070325896144
30224572,0,2500,0,4,-4,0.0010675541125237942
30244564,0,2500,0,4,-4,0.0011069232132285833
30264556,0,2500,0,4,-4,0.0011457063956186175
30284548,0,2500,0,4,-4,0.0011874230112880468
30304540,0,2500,0,4,-4,0.001229471992701292
30324532,0,2500,0,4,-4,0.001272867782972753
30344524,0,2500,0,4,-4,0.001317076850682497
30364516,0,2500,0,4,-4,0.0013596196658909321
30384508,0,2500,0,4,-4,0.0014030302409082651
30404500,0,2500,0,4,-4,0.0014478894881904125
30424492,0,2500,0,4,-4,0.0014934961218386889
30444484,0,2500,0,4,-4,0.0015378517564386129
30464476,0,2500,0,4,-4,0.0015835403464734554
30484468,0,2500,0,4,-4,0.0016306304605677724
30504460,0,2500,0,4,-4,0.0016794523689895868
30524452,0,2500,0,4,-4,0.0017289841780439019
30544444,0,2500,0,4,-4,0.0017777234315872192
30564436,0,2500,0,4,-4,0.0018281125230714679
30584428,0,2500,0,4,-4,0.0018776851939037442
30604420,0,2500,0,4,-4,0.0019291361095383763
30624412,0,2500,0,4,-4,0.0019820111338049173
30644404,0,2500,0,4,-4,0.0020358823239803314
30664396,0,2500,0,4,-4,0.0020893237087875605
30684388,0,2500,0,4,-4,0.002143162302672863
30704380,0,2500,0,4,-4,0.0021983110345900059
30724372,0,2500,0,4,-4,0.0022536204196512699
30744364,0,2500,0,4,-4,0.0023105114232748747
30764356,0,2500,0,4,-4,0.0023693190887570381
30784348,0,2500,0,4,-4,0.0024280762299895287
30804340,0,2500,0,4,-4,0.0024886580649763346
30824332,0,2500,0,4,-4,0.0025495307054370642
30844324,0,2500,0,4,-4,0.0026111151091754436
30864316,0,2500,0,4,-4,0.002672374015673995
30885141,0,2500,0,4,-4,0.0027340499218553305
30905133,0,2500,0,4,-4,0.0027982699684798717
30925125,0,2500,0,4,-4,0.0028648246079683304
30945117,0,2500,0,5,-5,0.0029312747064977884
30965109,0,2500,0,5,-5,0.0029989767353981733
30985101,0,2500,0,5,-5,0.0030662696808576584
31005093,0,2500,0,5,-5,0.0031334101222455502
31025085,0,2500,0,5,-5,0.0032011803705245256
31045077,0,2500,0,5,-5,0.0032700127921998501
31065069,0,2500,0,5,-5,0.0033353327307850122
31085061,0,2500,0,5,-5,0.0033987073693424463
31105053,0,2500,0,5,-5,0.0034633437171578407
31125045,0,2500,0,5,-5,0.0035271618980914354
31145037,0,2500,0,5,-5,0.0035919919610023499
31165029,0,2500,0,5,-5,0.0036589133087545633
31185021,0,2500,0,5,-5,0.0037273811176419258
31205013,0,2500,0,5,-5,0.0037966868840157986
31225005,0,2500,0,5,-5,0.00386570836417377
31244997,0,2500,0,5,-5,0.0039371689781546593
31264989,0,2500,0,5,-5,0.0040068486705422401
31284981,0,2500,0,5,-5,0.0040763928554952145
31304973,0,2500,0,5,-5,0.0041495300829410553
31324965,0,2500,0,5,-5,0.004223124124109745
31344957,0,2500,0,5,-5,0.0042993496172130108
31364949,0,2500,0,5,-5,0.0043778312392532825
31384941,0,2500,0,5,-5,0.0044593643397092819
31404933,0,2500,0,5,-5,0.0045434469357132912
31424925,0,2500,0,5,-5,0.0046300697140395641
31444917,0,2500,0,5,-5,0.0047186245210468769
31464909,0,2500,0,5,-5,0.004800987895578146
31484901,0,2500,0,5,-5,0.0048880581744015217
31504893,0,2500,0,5,-5,0.0049757352098822594
31524885,0,6499,0,5,-5,0.0050674360245466232
31544877,0,6499,0,5,-5,0.005159829743206501
31564869,0,6499,0,5,-5,0.0052565429359674454
31584861,0,6499,0,5,-5,0.0053567723371088505
31604853,0,6499,0,5,-5,0.0054609044454991817
31624845,0,6499,0,5,-5,0.0055696503259241581
31644837,0,6499,0,5,-5,0.0056827347725629807
31664829,0,6499,0,5,-5,0.0057918368838727474
31684821,0,6499,0,5,-5,0.0059047196991741657
31704813,0,6499,0,5,-5,0.0060214502736926079
31724805,0,6499,0,5,-5,0.0061419098637998104
31744797,0,6499,0,5,-5,0.0062668211758136749
31764789,0,6499,0,5,-5,0.0063968421891331673
31784781,0,6499,0,5,-5,0.0065317773260176182
31804773,0,6499,0,5,-5,0.0066696042194962502
31824765,0,6499,0,5,-5,0.0068128486163914204
31844757,0,6499,0,5,-5,0.0069600427523255348
31864749,0,6499,0,5,-5,0.0071094552986323833
31884741,0,6499,0,5,-5,0.0072697335854172707
31904733,0,6499,0,5,-5,0.0074342121370136738
31924725,0,6499,0,5,-5,0.0076016210950911045
31944717,0,6499,0,5,-5,0.0077740028500556946
31964709,0,6499,0,5,-5,0.0079499091953039169
31984701,0,6499,0,6,-6,0.0081278132274746895
32004693,0,6499,0,6,-6,0.0083103561773896217
32024685,0,6499,0,6,-6,0.0084988260641694069
32044677,0,6499,0,6,-6,0.0086908889934420586
32064669,0,6499,0,6,-6,0.0088858846575021744
32084661,0,6499,0,6,-6,0.0090929446741938591
32104653,0,6499,0,6,-6,0.0093026841059327126
32124645,0,6499,0,6,-6,0.0095149045810103416
32144637,0,6499,0,6,-6,0.0097306752577424049
32164629,0,6499,0,6,-6,0.009947468526661396
32184621,0,6499,0,6,-6,0.010167880915105343
32204613,0,6499,0,6,-6,0.010394527576863766
32224605,0,6499,0,6,-6,0.01062251441180706
32244597,0,6499,0,6,-6,0.010852680541574955
32264589,0,6499,0,6,-6,0.011085948906838894
32284581,0,6499,0,6,-6,0.011329773813486099
32304573,0,6499,0,6,-6,0.011575149372220039
32324565,0,6499,0,6,-6,0.011823608539998531
32344557,0,6499,0,6,-6,0.012074730359017849
32364549,0,6499,0,6,-6,0.012324677780270576
32384541,0,6499,0,6,-6,0.012575556524097919
32404533,0,6499,0,6,-6,0.012829468585550785
32424525,0,6499,0,6,-6,0.013082514517009258
32444517,0,6499,0,6,-6,0.01334022544324398
32464509,0,6499,0,6,-6,0.013599328696727753
32484501,0,6499,0,6,-6,0.013868764974176884
32504493,0,6499,0,6,-6,0.014139996841549873
32524485,0,6499,0,6,-6,0.014414036646485329
32544477,0,6499,0,6,-6,0.014689475297927856
32564469,0,6499,0,6,-6,0.014967488124966621
32584461,0,6499,0,6,-6,0.015246500261127949
32604453,0,6499,0,6,-6,0.015526633709669113
32624445,0,6499,0,6,-6,0.015807047486305237
32644437,0,6499,0,6,-6,0.017185142263770103
32664429,0,6498,0,6,-6,0.024452820420265198
32684421,0,6495,0,6,-6,0.037859689444303513
32704413,0,6489,0,4,-4,0.056709989905357361
32724405,0,6479,0,3,-3,0.080211587250232697
32744397,0,6462,0,2,-2,0.10732540488243103
32764389,0,6439,0,2,-2,0.13707999885082245
32784381,0,6407,0,3,-3,0.16877955198287964
32804373,0,6368,0,4,-4,0.2016865611076355
32824365,0,6321,0,4,-4,0.23521243035793304
32844357,0,6266,0,3,-3,0.26863330602645874
32864349,0,6206,0,4,-4,0.30144822597503662
32884341,0,6142,0,4,-4,0.33297601342201233
32904333,0,6077,0,2,-2,0.36257228255271912
32924325,0,6011,0,0,0,0.38996431231498718
32944317,0,5948,0,-1,1,0.41478100419044495
32965142,0,5889,0,-4,4,0.4369024932384491
32985134,0,5834,0,-6,6,0.45638826489448547
33005126,0,5786,0,-7,7,0.47295176982879639
33025118,0,5744,0,-7,7,0.48677489161491394
33045110,0,5710,0,-8,8,0.49813517928123474
33065102,0,5683,0,-8,8,0.50650316476821899
33085094,0,5665,0,-8,8,0.51219737529754639
33105086,0,5655,0,-7,7,0.51545637845993042
33125078,0,5652,0,-7,7,0.51645570993423462
33145070,0,5655,0,-7,7,0.51542890071868896
33165062,0,5665,0,-9,9,0.51240277290344238
33185054,0,5680,0,-11,11,0.50745302438735962
33205046,0,5701,0,-13,13,0.50078850984573364
33225038,0,5727,0,-14,14,0.49233990907669067
33245030,0,5757,0,-16,16,0.4825204610824585
33265022,0,5791,0,-16,16,0.47134116291999817
33285014,0,5826,0,-17,17,0.45912507176399231
33305006,0,5863,0,-16,16,0.44630977511405945
33324998,0,5899,0,-15,15,0.43313673138618469
33344990,0,5935,0,-13,13,0.41968190670013428
33364982,0,5970,0,-13,13,0.40641692280769348
33384974,0,6003,0,-13,13,0.39329943060874939
33404966,0,6034,0,-12,12,0.38062849640846252
33424958,0,6064,0,-10,10,0.36830726265907288
33444950,0,6091,0,-8,8,0.35643726587295532
33464942,0,6116,0,-6,6,0.34499675035476685
33484934,0,6140,0,-3,3,0.33405128121376038
33504926,0,6162,0,-1,1,0.32386568188667297
33524918,0,6181,0,0,0,0.31453090906143188
33544910,0,6197,0,0,0,0.30634906888008118
33564902,0,6211,0,1,-1,0.29915726184844971
33584894,0,6223,0,2,-2,0.2928183376789093
33604886,0,6233,0,3,-3,0.28714022040367126
33624878,0,6242,0,4,-4,0.28252294659614563
33644870,0,6248,0,5,-5,0.27904775738716125
33664862,0,6252,0,7,-7,0.27657014131546021
33684854,0,6255,0,9,-9,0.27505949139595032
33704846,0,6256,0,10,-10,0.27466580271720886
33724838,0,6255,0,9,-9,0.27539113163948059
33744830,0,6252,0,6,-6,0.27699503302574158
33764822,0,6247,0,3,-3,0.27937054634094238
33784814,0,6242,0,0,0,0.28242459893226624
33804806,0,6236,0,-3,3,0.28581389784812927
33824798,0,6229,0,-6,6,0.28969690203666687
33844790,0,6220,0,-8,8,0.29416978359222412
33864782,0,6211,0,-10,10,0.29916128516197205
33884774,0,6200,0,-13,13,0.304555743932724
33904766,0,6189,0,-16,16,0.31014537811279297
33924758,0,6179,0,-18,18,0.3154771625995636
33944750,0,6169,0,-19,19,0.32002133131027222
33964742,0,6163,0,-20,20,0.32294383645057678
33984734,0,6162,0,-21,21,0.32379141449928284
34004726,0,6165,0,-21,21,0.32231879234313965
34024718,0,6174,0,-20,20,0.31800767779350281
34044710,0,6188,0,-19,19,0.31080761551856995
34064702,0,6207,0,-18,18,0.30104213953018188
34084694,0,6230,0,-16,16,0.28880351781845093
34104686,0,6257,0,-15,15,0.2738412618637085
34124678,0,6287,0,-14,14,0.25661072134971619
34144670,0,6317,0,-13,13,0.23753848671913147
34164662,0,6347,0,-12,12,0.21696217358112335
34184654,0,6376,0,-11,11,0.1952127069234848
34204646,0,6403,0,-11,11,0.17234331369400024
34224638,0,6428,0,-11,11,0.1488415002822876
34244630,0,6449,0,-12,12,0.12522728741168976
34264622,0,6466,0,-14,14,0.10170000046491623
34284614,0,6480,0,-15,15,0.078401900827884674
34304606,0,6489,0,-17,17,0.055890064686536789
34324598,0,6496,0,-19,19,0.034445937722921371
34344590,0,6499,0,-20,20,0.014032665640115738
34364582,0,6499,0,-20,20,-0.0048100855201482773
34384574,0,6498,0,-19,19,-0.021839775145053864
34404566,0,6495,0,-18,18,-0.037306569516658783
34424558,0,6491,0,-16,16,-0.051128298044204712
34444550,0,6487,0,-14,14,-0.063246063888072968
34464542,0,6482,0,-12,12,-0.073726162314414978
34484534,0,6477,0,-11,11,-0.082643523812294006
34504526,0,6473,0,-11,11,-0.089890383183956146
34524518,0,6470,0,-11,11,-0.095597848296165466
34544510,0,6467,0,-10,10,-0.099579669535160065
34564502,0,6466,0,-8,8,-0.10193471610546112
34584494,0,6465,0,-5,5,-0.10261336714029312
34604486,0,6466,0,-1,1,-0.10170722007751465
34624478,0,6467,0,1,-1,-0.099291510879993439
