time_us,out_c1,out_c2,out_c3,out_c4,out_armed
59024714,1507,1524,1936,1497,1
59144666,1506,1528,1937,1497,1
59264618,1504,1533,1939,1498,1
59384570,1503,1535,1939,1499,1
59504522,1502,1534,1939,1500,1
59624474,1504,1528,1938,1498,1
59744426,1502,1524,1941,1499,1
59864378,1501,1525,1944,1500,1
59984330,1502,1526,1948,1499,1
60105115,1502,1531,1952,1499,1
60225067,1506,1531,1954,1497,1
60345019,1505,1531,1954,1498,1
60464971,1505,1531,1954,1498,1
60584923,1505,1530,1956,1498,1
60704875,1500,1530,1955,1500,1
60824827,1502,1530,1958,1499,1
60944779,1502,1531,1955,1499,1
61064731,1502,1533,1955,1499,1
61184683,1502,1534,1957,1500,1
61304635,1502,1534,1955,1499,1
61424587,1502,1530,1955,1499,1
61544539,1503,1529,1955,1499,1
61664491,1503,1527,1955,1499,1
61784443,1501,1526,1957,1500,1
61904395,1502,1529,1958,1499,1
62024347,1501,1532,1963,1500,1
62145132,1502,1536,1961,1499,1
62265084,1502,1535,1962,1499,1
62385036,1500,1534,1961,1500,1
62504988,1500,1530,1959,1500,1
62624940,1500,1525,1960,1500,1
62744892,1502,1523,1958,1499,1
62864844,1500,1527,1961,1500,1
62984796,1500,1535,1963,1500,1
63104748,1500,1539,1969,1500,1
63224700,1500,1536,1966,1500,1
63344652,1500,1530,1963,1500,1
63464604,1500,1527,1962,1500,1
63584556,1500,1527,1962,1500,1
63704508,1499,1529,1964,1500,1
63824460,1500,1534,1968,1500,1
63944412,1500,1536,1966,1500,1
64064364,1501,1537,1964,1500,1
64184316,1501,1536,1967,1500,1
64305101,1500,1538,1963,1500,1
64425053,1501,1539,1956,1500,1
64545005,1500,1541,1951,1500,1
64664957,1500,1538,1951,1500,1
64784909,1500,1532,1946,1500,1
64904861,1499,1530,1942,1500,1
65024813,1500,1534,1941,1500,1
65144765,1501,1538,1942,1500,1
65264717,1500,1542,1941,1500,1
65384669,1500,1542,1938,1500,1
65504621,1500,1540,1940,1500,1
65624573,1500,1537,1933,1500,1
65744525,1500,1535,1935,1500,1
65864477,1500,1532,1932,1500,1
65984429,1501,1533,1933,1500,1
66104381,1500,1533,1933,1500,1
66224333,1499,1537,1932,1500,1
66345118,1498,1537,1933,1501,1
66465070,1499,1537,1931,1500,1
66585022,1500,1535,1926,1500,1
66704974,1500,1533,1926,1500,1
66824926,1501,1536,1925,1500,1
66944878,1501,1538,1926,1500,1
67064830,1502,1480,1922,1499,1
67184782,1511,1505,1921,1495,1
67304734,1624,1527,1922,1439,1
67424686,1604,1521,1925,1448,1
67544638,1599,1517,1918,1451,1
67664590,1598,1524,1918,1451,1
67784542,1599,1528,1930,1451,1
67904494,1571,1519,1954,1465,1
68024446,1516,1495,1980,1492,1
68144398,1484,1463,1874,1508,1
68264350,1475,1455,1754,1512,1
68385135,1477,1470,1634,1511,1
68505087,1485,1497,1514,1507,1
68625039,1494,1527,1566,1503,1
68744991,1498,1551,1686,1500,1
68864943,1502,1564,1670,1499,1
68984895,1398,1570,1620,1551,1
69104847,1425,1581,1574,1537,1
69224799,1469,1603,1457,1515,1
69344751,1504,1614,1340,1498,1
69464703,1528,1605,1285,1486,1
69584655,1537,1579,1310,1482,1
69704607,1534,1542,1358,1484,1
69824559,1523,1497,1440,1489,1
69944511,1511,1463,1530,1495,1
70064463,1502,1444,1627,1499,1
70184415,1497,1442,1701,1501,1
70304367,1494,1452,1750,1503,1
70424319,1485,1469,1800,1507,1
70545104,1482,1488,1814,1509,1
70665056,1482,1504,1816,1508,1
70785008,1486,1517,1817,1507,1
70904960,1491,1526,1812,1504,1
71024912,1493,1528,1803,1503,1
71144864,1498,1524,1802,1500,1
71264816,1502,1516,1798,1499,1
71384768,1504,1512,1803,1498,1
71504720,1502,1513,1807,1499,1
71624672,1499,1515,1817,1500,1
71744624,1496,1520,1827,1502,1
71864576,1494,1525,1827,1503,1
71984528,1494,1526,1830,1503,1
72104480,1494,1528,1830,1503,1
72224432,1495,1526,1823,1502,1
72344384,1497,1526,1822,1501,1
72464336,1499,1525,1822,1500,1
72585121,1499,1525,1823,1500,1
72705073,1500,1525,1824,1500,1
72825025,1498,1528,1829,1501,1
72944977,1496,1532,1828,1502,1
73064929,1495,1533,1835,1502,1
73184881,1498,1531,1831,1500,1
73304833,1499,1529,1834,1500,1
73424785,1500,1527,1834,1500,1
73544737,1500,1530,1833,1500,1
73664689,1500,1532,1835,1500,1
73784641,1500,1534,1836,1500,1
73904593,1500,1534,1836,1500,1
74024545,1500,1532,1836,1500,1
74144497,1502,1530,1833,1499,1
74264449,1503,1529,1837,1499,1
74384401,1503,1530,1837,1499,1
74504353,1502,1531,1836,1499,1
74625138,1502,1531,1839,1499,1
74745090,1504,1532,1841,1498,1
74865042,1503,1533,1844,1499,1
74984994,1504,1532,1842,1498,1
75104946,1505,1529,1845,1498,1
75224898,1509,1527,1846,1496,1
75344850,1511,1527,1847,1495,1
75464802,1512,1532,1847,1495,1
75584754,1373,1536,1849,1563,1
75704706,1393,1543,1846,1553,1
75824658,1403,1547,1825,1548,1
75944610,1403,1544,1817,1548,1
76064562,1403,1535,1814,1548,1
76184514,1404,1522,1821,1548,1
76304466,1405,1509,1838,1547,1
76424418,1416,1496,1893,1542,1
76544370,1472,1479,1970,1514,1
76664322,1506,1453,1940,1497,1
76785107,1521,1437,1855,1490,1
76905059,1519,1451,1735,1491,1
77025011,1512,1480,1663,1494,1
77144963,1506,1503,1783,1497,1
77264915,1501,1522,1820,1500,1
77384867,1497,1533,1767,1501,1
77504819,1496,1535,1725,1502,1
77624771,1494,1532,1668,1503,1
77744723,1494,1525,1664,1503,1
77864675,1494,1519,1668,1503,1
77984627,1495,1513,1677,1502,1
78104579,1496,1509,1692,1502,1
78224531,1496,1505,1714,1502,1
78344483,1496,1504,1724,1502,1
78464435,1496,1505,1733,1502,1
78584387,1497,1505,1740,1501,1
78704339,1498,1507,1752,1501,1
78825124,1499,1502,1763,1500,1
78945076,1499,1499,1767,1500,1
79065028,1500,1497,1775,1500,1
79184980,1500,1497,1780,1500,1
79304932,1501,1499,1783,1500,1
79424884,1504,1500,1792,1498,1
79544836,1508,1501,1793,1496,1
79664788,1508,1505,1789,1496,1
79784740,1508,1511,1788,1496,1
79904692,1508,1516,1783,1496,1
80024644,1512,1521,1773,1494,1
80144596,1513,1525,1768,1494,1
80264548,1512,1526,1765,1494,1
80384500,1510,1525,1762,1496,1
80504452,1507,1521,1760,1497,1
80624404,1511,1519,1763,1495,1
80744356,1513,1517,1769,1494,1
80865141,1514,1518,1776,1493,1
80985093,1515,1521,1782,1493,1
81105045,1515,1523,1787,1493,1
81224997,1519,1524,1792,1491,1
81344949,1522,1527,1795,1489,1
81464901,1521,1529,1799,1490,1
81584853,1519,1529,1801,1491,1
81704805,1514,1528,1800,1493,1
81824757,1515,1526,1806,1493,1
81944709,1515,1526,1810,1493,1
82064661,1511,1525,1812,1495,1
82184613,1511,1524,1816,1495,1
82304565,1511,1525,1820,1495,1
82424517,1513,1529,1829,1494,1
82544469,1515,1531,1834,1493,1
82664421,1514,1530,1835,1493,1
82784373,1513,1529,1839,1494,1
82904325,1510,1526,1840,1495,1
83025110,1511,1528,1850,1495,1
83145062,1509,1529,1850,1496,1
83265014,1509,1529,1854,1496,1
83384966,1508,1531,1858,1496,1
83504918,1508,1532,1859,1496,1
83624870,1509,1532,1860,1496,1
83744822,1508,1532,1863,1496,1
83864774,1506,1529,1864,1497,1
83984726,1504,1526,1861,1498,1
84104678,1504,1525,1867,1498,1
84224630,1504,1526,1870,1498,1
84344582,1504,1531,1870,1498,1
84464534,1504,1535,1872,1498,1
84584486,1503,1535,1875,1499,1
84704438,1503,1534,1871,1499,1
84824390,1503,1529,1866,1499,1
84944342,1504,1525,1868,1498,1
85065127,1504,1524,1868,1499,1
85185079,1503,1528,1868,1499,1
85305031,1372,1535,1872,1564,1
85424983,1392,1540,1872,1554,1
85544935,1400,1540,1864,1550,1
85664887,1401,1532,1867,1549,1
85784839,1402,1519,1872,1549,1
85904791,1400,1503,1890,1550,1
86024743,1440,1487,1947,1530,1
86144695,1491,1467,2000,1504,1
86264647,1518,1446,1996,1491,1
86384599,1528,1443,1916,1486,1
86504551,1525,1465,1796,1488,1
86624503,1522,1502,1716,1489,1
86744455,1517,1537,1759,1492,1
86864407,1511,1563,1707,1495,1
86984359,1504,1577,1666,1498,1
87104311,1497,1582,1630,1501,1
87225096,1491,1579,1599,1504,1
87345048,1486,1553,1603,1507,1
87465000,1485,1524,1622,1507,1
87584952,1487,1499,1652,1506,1
87704904,1491,1484,1689,1504,1
87824856,1495,1474,1755,1502,1
87944808,1500,1472,1808,1500,1
88064760,1503,1474,1830,1499,1
88184712,1503,1481,1849,1499,1
88304664,1505,1491,1849,1498,1
88424616,1509,1504,1837,1496,1
88544568,1513,1519,1826,1494,1
88664520,1510,1532,1809,1495,1
88784472,1506,1540,1794,1497,1
88904424,1505,1542,1777,1498,1
89024376,1503,1539,1752,1499,1
89144328,1500,1532,1750,1500,1
89265113,1497,1524,1749,1501,1
89385065,1499,1517,1752,1500,1
89505017,1498,1515,1761,1500,1
89624969,1503,1514,1781,1499,1
89744921,1508,1515,1790,1496,1
89864873,1511,1516,1795,1495,1
89984825,1511,1518,1794,1495,1
90104777,1510,1523,1798,1495,1
90224729,1515,1530,1790,1493,1
90344681,1514,1534,1783,1493,1
90464633,1511,1546,1723,1495,1
90584585,1362,1558,1606,1569,1
90704537,1385,1560,1489,1557,1
90824489,1404,1553,1370,1548,1
90944441,1461,1514,1331,1519,1
91064393,1504,1455,1451,1498,1
91184345,1523,1415,1571,1489,1
91305130,1523,1410,1521,1489,1
91425082,1515,1435,1522,1493,1
91545034,1505,1469,1642,1498,1
91664986,1500,1500,1762,1500,1
91784938,1497,1517,1882,1501,1
91904890,1495,1526,2000,1502,1
92024842,1493,1526,1940,1503,1
92144794,1493,1523,1960,1503,1
92264746,1491,1512,1979,1504,1
92384698,1494,1496,1920,1503,1
92504650,1492,1477,2000,1504,1
92624602,1495,1459,1938,1502,1
92744554,1498,1452,1960,1501,1
92864506,1503,1452,1977,1499,1
92984458,1510,1479,1920,1495,1
93104410,1515,1513,2000,1493,1
93224362,1526,1545,1932,1487,1
93344314,1526,1564,1960,1487,1
93465099,1518,1564,1866,1492,1
93585051,1507,1558,1749,1497,1
93705003,1495,1552,1632,1502,1
93824955,1491,1555,1512,1504,1
93944907,1489,1559,1392,1505,1
94064859,1492,1561,1272,1504,1
94184811,1495,1561,1340,1502,1
94304763,1497,1552,1440,1501,1
94424715,1499,1536,1560,1500,1
94544667,1499,1523,1654,1500,1
94664619,1499,1515,1653,1500,1
94784571,1500,1500,1644,1500,1
94904523,1501,1485,1651,1500,1
95024475,1511,1488,1691,1495,1
95144427,1520,1502,1737,1490,1
95264379,1525,1519,1758,1488,1
95384331,1527,1530,1764,1487,1
95505116,1523,1537,1747,1489,1
95625068,1521,1540,1705,1490,1
95745020,1517,1540,1693,1492,1
95864972,1509,1537,1688,1496,1
95984924,1505,1531,1685,1498,1
96104876,1503,1526,1596,1499,1
96224828,1508,1525,1486,1496,1
96344780,1511,1535,1379,1495,1
96464732,1512,1547,1429,1494,1
96584684,1511,1553,1487,1495,1
96704636,1509,1543,1525,1496,1
96824588,1507,1521,1519,1497,1
96944540,1507,1506,1500,1497,1
97064492,1506,1502,1501,1497,1
97184444,1509,1509,1533,1496,1
97304396,1510,1504,1433,1500,1
97424348,1513,1508,1313,1500,1
97545133,1513,1529,1193,1500,1
97665085,1510,1552,1073,1500,1
97785037,1505,1567,1000,1500,1
97904989,1502,1567,1000,1500,1
98024941,1499,1542,1000,1500,1
98144893,1498,1502,1000,1500,1
98264845,1498,1466,1000,1500,1
98384797,1500,1444,1000,1500,1
98504749,1501,1443,1000,1500,1
98624701,1504,1462,1000,1500,1
98744653,1505,1490,1000,1500,1
98864605,1505,1516,1000,1500,1
98984557,1503,1531,1000,1500,1
99104509,1502,1528,1000,1500,1
99224461,1501,1506,1000,1499,1
99344413,1501,1475,1000,1499,1
99464365,1502,1444,1000,1499,1
99584317,1503,1424,1000,1499,1
99705102,1503,1418,1000,1499,1
99825054,1504,1423,1000,1499,1
99945006,1504,1439,1000,1498,1
100064958,1502,1460,1000,1498,1
100184910,1501,1477,1000,1498,1
100304862,1501,1482,1000,1498,1
100424814,1501,1472,1000,1498,1
100544766,1501,1449,1000,1498,1
100664718,1502,1422,1000,1497,1
100784670,1503,1398,1000,1497,1
100904622,1503,1384,1000,1497,1
101024574,1503,1381,1000,1497,1
101144526,1502,1390,1000,1496,1
101264478,1501,1409,1000,1496,1
101384430,1500,1427,1000,1496,1
101504382,1500,1438,1000,1496,1
101624334,1500,1436,1000,1496,1
101745119,1500,1418,1000,1495,1
101865071,1501,1390,1000,1495,1
101985023,1503,1364,1000,1495,1
102104975,1504,1347,1000,1495,1
102224927,1504,1337,1000,1494,1
102344879,1503,1338,1000,1494,1
102464831,1502,1348,1000,1494,1
102584783,1501,1361,1000,1493,1
102704735,1501,1372,1000,1493,1
102824687,1500,1376,1000,1493,1
102944639,1500,1366,1000,1492,1
103064591,1501,1344,1000,1492,1
103184543,1502,1316,1000,1492,1
103304495,1503,1288,1000,1492,1
103424447,1503,1262,1000,1491,1
103544399,1502,1250,1000,1491,1
103664351,1502,1254,1000,1491,1
103785136,1500,1271,1000,1490,1
103905088,1500,1294,1000,1490,1
104025040,1500,1316,1000,1490,1
104144992,1499,1325,1000,1490,1
104264944,1499,1315,1000,1490,1
104384896,1500,1288,1000,1489,1
104504848,1501,1250,1000,1489,1
104624800,1502,1199,1000,1489,1
